Time (s),x (m),y (m),z (m),vx (m/s),vy (m/s),vz (m/s),B_North (nT),B_East (nT),B_Down (nT),RollTorque (Nm),PitchTorque (Nm),YawTorque (Nm),OmegaX (rad/s),OmegaY (rad/s),OmegaZ (rad/s),Power (Watt)
16500,-6.715688100768347,0.4367887019191325,0.08255328536198851,-0.0002374619960083843,-0.0047778921124596516,0.006033749306843357,2.5466786412240473e-05,4.591213693176435e-06,-3.213394342217412e-06,-4.977320485879462e-06,4.941062270019506e-06,-4.977320485879462e-06,0.09428815837086481,0.046750569169669666,0.19428815837086708,0
16510,-6.717623019463245,0.3889822286074022,0.14288403621307808,-0.00014951761107585425,-0.0047832982197305515,0.006032268823875859,2.547937541380827e-05,4.604720568919497e-06,-2.6912771336515254e-06,2.0649762313414064e-06,-8.62539244274986e-06,-6.560416211408453e-06,0.09429297807663084,0.04676306296054135,0.19429297807663307,0
16520,-6.71867838969881,0.3411248252619447,0.20319602144607363,-6.155423889831362e-05,-0.00478807800857479,0.006029996226429568,2.548932942484012e-05,4.618000256228836e-06,-2.1688137146278724e-06,-6.3268025086001e-06,-6.3268025086001e-06,-2.0040891466043837e-06,0.09426230360760181,0.04668896503465104,0.19426230360760405,0
16530,-6.71885407964806,0.2932227582459013,0.26348132138982727,2.6416511208237277e-05,-0.004792230857223519,0.00602693182697967,2.5496645258163705e-05,4.631053911883031e-06,-1.6460723990304338e-06,-4.759074736429112e-06,6.069900686814171e-06,-4.759074736429112e-06,0.09418979820155238,0.04671293478834086,0.1941897982015546,0
16540,-6.718150073581083,0.2452822997197908,0.32373202003025975,0.00011438302942095163,-0.004795756227982436,0.006023076044454254,2.5501320323378867e-05,4.643882553943289e-06,-1.123121534638414e-06,2.057366793736593e-06,-8.767307993758148e-06,-6.709941200021556e-06,0.0942131219498184,0.04670766828455096,0.19421312194982066,0
16550,-6.7165664718619,0.19730972680041953,0.383940206074547,0.00020233370704855684,-0.004798653667298183,0.006018429404162927,2.550335262643264e-05,4.656487061160409e-06,-6.000294944049808e-07,-6.4288947195107435e-06,-6.4288947195107435e-06,-6.656726714827927e-07,0.09417484888216404,0.046635117521809995,0.19417484888216627,0
16560,-6.7141034909289585,0.14931132071919678,0.44409797401450657,0.00029025693816905424,-0.004800922805811251,0.006012992537708259,2.550274076940181e-05,4.6688681722522435e-06,-7.686466773333008e-08,3.6148658391558805e-06,3.6148658391558805e-06,-7.590354576888076e-06,0.09411740686435525,0.046673526269715715,0.19411740686435747,0
16570,-6.710761463259267,0.10129336597998807,0.5041974251890138,0.00037814112126633944,-0.004802563358395325,0.006006766182880148,2.549948395048384e-05,4.681026485049473e-06,4.4630454824915204e-07,2.5269123477184647e-06,-8.696399184705239e-06,-6.169486836986773e-06,0.09414804313629571,0.04664778843669549,0.194148043136298,0
16580,-6.7065408373161475,0.05326214951664301,0.5642306688452753,0.000465974660865387,-0.004803575124183082,0.005999751183533106,2.5493581964198065e-05,4.692962455507446e-06,9.694097574178264e-07,-6.325293423797043e-06,0.0,-4.7352814190303804e-07,0.09409469880163836,0.04659043505666505,0.1940946988016406,0
16590,-6.701442177480658,0.005223959850332564,0.6241898231987902,0.0005537459691656438,-0.0048039579865784745,0.005991948489446517,2.5485035201798173e-05,4.704676396581618e-06,1.4923825733780766e-06,3.68990746818851e-06,3.68990746818851e-06,-7.472836626811211e-06,0.09405762621817891,0.046633722791301055,0.19405762621818115,0
16600,-6.695466163966695,-0.04281491375316866,0.684067016491831,0.0006414434676722772,-0.004803711913255501,0.005983359156167946,2.5473844651898864e-05,4.7161684769642075e-06,2.0151546281921244e-06,-1.947257565615211e-06,-8.523165526281629e-06,-1.947257565615211e-06,0.09408713731869578,0.0465929308547097,0.19408713731869803,0
16610,-6.688613592719787,-0.0908481821261205,0.7438543880502697,0.0007290555888249257,-0.00480283695614348,0.005973984344839537,2.5460011901318727e-05,4.727438719679479e-06,2.5376575811045836e-06,-6.114515036823487e-06,0.0,1.7702331039379252e-07,0.09403268266753194,0.04655144410500738,0.1940326826675342,0
16620,-6.680885375299619,-0.13886955704124077,0.8035440893385861,0.0008165707776236042,-0.004801333251398862,0.005963825322007564,2.54435391361432e-05,4.7384870005351816e-06,3.0598231272660107e-06,3.944683950011462e-06,3.944683950011462e-06,-6.920455351407916e-06,0.09402195247683325,0.04660298070629169,0.19402195247683554,0
16630,-6.672282538746309,-0.18687275205377957,0.8631282850128872,0.0009039774932514123,-0.0047992010193636065,0.005952883459415222,2.5424429143010582e-05,4.749313046427297e-06,3.5815830064536045e-06,-1.5181351357272297e-06,-8.348808739274351e-06,-1.5181351357272297e-06,0.09404538468929165,0.04654994958032892,0.19404538468929394,0
16640,-6.662806225430479,-0.23485148334311046,0.922599153971771,0.000991264210693707,-0.004796440564510149,0.0059411602337787325,2.540268531062564e-05,4.759916433495502e-06,4.102869011788313e-06,-5.891078016484221e-06,0.0,9.398577160200241e-07,0.09398879541055782,0.046518436939318196,0.19398879541056016,0
16650,-6.652457692887158,-0.2827994705537043,0.9819488904048668,0.0010784194223533914,-0.004793052275373012,0.005928657226546827,2.5378311631505018e-05,4.7702965851264015e-06,4.623612998447469e-06,4.3113009199412494e-06,0.0,-4.660176260216244e-06,0.09400051556307121,0.04655774924578555,0.19400051556307354,0
16660,-6.641238313633543,-0.3307104376353526,1.0411697048388902,0.0011654316396619826,-0.004789036624467101,0.005915376123643728,2.535131270395989e-05,4.7804527698017195e-06,5.14374689237221e-06,0.0,-6.105374173496573e-06,-9.248549751095136e-07,0.0940212500832429,0.046508145844143554,0.1940212500832452,0
16670,-6.629149574970672,-0.37857811368250793,1.1002538251810439,0.001252289394686126,-0.004784394168192727,0.005901318715195709,2.5321693734321437e-05,4.79038409878851e-06,5.663202698968945e-06,0.0,5.727820130374283e-06,-2.7062705432150682e-06,0.09397098560278583,0.04649482251342982,0.19397098560278808,0
16680,-6.616193078769071,-0.4263962337726073,1.1591934977596023,0.0013389812417292195,-0.004779125546727411,0.005886486895241328,2.528946053941479e-05,4.8000895236682525e-06,6.181912511803801e-06,4.706790980981045e-06,0.0,-4.452909643563115e-06,0.09399437136588082,0.04652537062599337,0.19399437136588307,0
16690,-6.602370541238394,-0.4741585398032493,1.2179809883615205,0.00142549575892782,-0.004773231483904534,0.005870882661425445,2.5254619549288793e-05,4.809567833701896e-06,6.6998085212895215e-06,0.0,-6.246410029966253e-06,-3.4169802788585796e-07,0.09401443770060146,0.04647980008807301,0.19401443770060373,0
16700,-6.587683792681131,-0.5218587813280903,1.276608583266896,0.0015118215498425094,-0.004766712787078891,0.005854508114677148,2.5217177810208326e-05,4.818817653027686e-06,7.216823023363852e-06,0,0,0,0.09397027949128511,0.046467080727845354,0.1939702794912874,0
16710,-6.5721347772304375,-0.5694907163913328,1.3350685902801382,0.0015979472450428959,-0.0047595703469792165,0.005837365458871682,2.5177142987917147e-05,4.827837437688605e-06,7.732888428158554e-06,5.051739814158807e-06,0.0,-4.167760526846282e-06,0.093995154750633,0.04648316380834049,0.1939951547506353,0
16720,-6.555725552572148,-0.6170481123606736,1.393353339757671,0.0016838615036864374,-0.004751805137547744,0.005819457000476515,2.5134523371179437e-05,4.83662547248626e-06,8.247937268658258e-06,0.0,-6.273213614228907e-06,9.022530683684198e-08,0.09400556762049264,0.04644155395365212,0.19400556762049492,0
16730,-6.5384582896510315,-0.6645247467585821,1.4514551856320193,0.0017695530150907742,-0.0047434182157669,0.005800785148181672,2.5089327875609126e-05,4.845179867658055e-06,8.761902209348271e-06,0,0,0,0.0939803328864546,0.04644155395365212,0.19398033288645689,0
16740,-6.5203352723613515,-0.7119144080917832,1.5093665064321233,0.001855010500299259,-0.004734410721473175,0.005781352412514458,2.504156604779656e-05,4.853498555374432e-06,9.274716054850626e-06,5.286882783257756e-06,0.0,-3.9423566788954565e-06,0.09400121290585359,0.04644155395365212,0.19400121290585584,0
16750,-6.501358897221812,-0.7592108966788133,1.5670797062997195,0.00194022271363939,-0.0047247838771582755,0.005761161405438706,2.4991248069742403e-05,4.86157928605303e-06,9.786311758547237e-06,0,0,0,0.09400121290585359,0.046411504727977414,0.19400121290585584,0
16760,-6.481531673034959,-0.8064080254755259,1.624587216001638,0.00202517844427384,-0.004714538987757656,0.005740214839938705,2.4938384763609846e-05,4.86941962448661e-06,1.0296622431189605e-05,0,0,0,0.09400121290585359,0.046411504727977414,0.19400121290585584,0
16770,-6.460856220531096,-0.8534996208984204,1.681881493937862,0.0021098665177437955,-0.004703677440426492,0.005718515529587931,2.488298759680632e-05,4.877016945781698e-06,1.0805581349493961e-05,0,0,0,0.09400121290585359,0.046411504727977414,0.19400121290585584,0
16780,-6.4393352719968275,-0.9004795236456655,1.738955027145204,0.002194275797504314,-0.004692200704303203,0.005696066388102744,2.4825068687406793e-05,4.884368431104919e-06,1.1313121964721112e-05,0,0,0,0.09400121290585359,0.04638724698068403,0.19400121290585584,0
16790,-6.41697167088827,-0.947341589515699,1.7958003322964373,0.0022783951864514193,-0.004680110330260639,0.005672870428881204,2.476464080993151e-05,4.891471063234168e-06,1.1819177911239946e-05,0,0,0,0.09400121290585359,0.04638724698068403,0.19400121290585584,0
16800,-6.393768371429044,-0.9940796902232772,1.852409956694749,0.0023622136284406547,-0.0046674079506449865,0.005648930764527157,2.4701717401491456e-05,4.8983216219118595e-06,1.2323683015073965e-05,5.359749846989678e-06,0.0,-3.990023478844413e-06,0.09401721870913209,0.04638724698068403,0.19401721870913435,0
16810,-6.369728438193118,-1.040687714212851,1.9087764792633546,0.002445720109796829,-0.004654095279002569,0.005624250606359743,2.4636312568315813e-05,4.9049166789977e-06,1.2826571302429635e-05,0.0,-6.347197219796411e-06,9.81185888589444e-08,0.09402263309277437,0.04635071152996274,0.19402263309277665,0
16820,-6.344855045672618,-1.0871595674691512,1.964892511530141,0.0025289036608146785,-0.004640174109794553,0.00559883326390851,2.4568441092675815e-05,4.911252593418532e-06,1.3327777008205755e-05,0,0,0,0.09400334537483161,0.04635071152996274,0.19400334537483388,0
16830,-6.319151477830649,-1.1334891743248616,2.0207506986071846,0.002611753357250201,-0.004625646318099783,0.005572682144394296,2.4498118440221204e-05,4.917325505913282e-06,1.3827234584483085e-05,5.254504613411092e-06,0.0,-4.255155853743255e-06,0.09402422514116052,0.04635071152996274,0.19402422514116277,0
16840,-6.292621127639272,-1.1796704782652603,2.07634372016501,0.0026942583218023857,-0.004610513859305754,0.005545800752196016,2.4425360767744713e-05,4.923131333571011e-06,1.4324878708992944e-05,0.0,-6.508520445891356e-06,-9.462100861199304e-08,0.09404052501055023,0.04630786899401991,0.1940405250105525,0
16850,-6.26526749660271,-1.2256974427297118,2.131664291401449,0.0027764077255851122,-0.004594778768787918,0.005518192688303587,2.4350184931392244e-05,4.92866576416072e-06,1.4820644293564249e-05,0.0,5.853328656765471e-06,-2.7233982275095264e-06,0.09399472741423331,0.04630713876825031,0.19399472741423557,0
16860,-6.237094194265871,-1.271564051909896,2.186705164004957,0.002858190789588962,-0.0045784431615773806,0.005489861649757109,2.4272608495336062e-05,4.9339242502517754e-06,1.5314466492547718e-05,5.13915441636251e-06,0.0,-4.5648827008616625e-06,0.09402509983619808,0.04632890125295949,0.1940250998362003,0
16870,-6.208104937708328,-1.3172643115446532,2.2414591271122526,0.002939596786132708,-0.0045615092320171625,0.00546081142907252,2.419264974092938e-05,4.938902003124269e-06,1.580628071121635e-05,-6.724966231897673e-06,-6.724966231897673e-06,1.4964804757713726e-06,0.09403461388175158,0.04627386819200012,0.19403461388175383,0
16880,-6.178303551023814,-1.3627922497113396,2.29591900826015,0.003020615040304259,-0.004543979253407113,0.0054310459136538815,2.4110327676361804e-05,4.94359398646933e-06,1.6296022614141433e-05,0.0,5.598390629033983e-06,-3.206035010320118e-06,0.09398833289819929,0.046284537260160005,0.1939883328982015,0
16890,-6.147693964785374,-1.408141917613572,2.350077674331445,0.003101234931390822,-0.004525855577637615,0.005400569085192493,2.4025662046835307e-05,4.947994909879784e-06,1.678362813354281e-05,5.088367794079595e-06,0.0,-4.777900977644644e-06,0.0940274627736834,0.04630503805895915,0.19402746277368563,0
16900,-6.116280215496265,-1.453307390365257,2.4039280324947327,0.003181445894298078,-0.004507140634812219,0.005369385019053011,2.393867334528112e-05,4.952099222132321e-06,1.726903347761249e-05,-6.9364399093458275e-06,-6.9364399093458275e-06,1.0627142336663541e-06,0.09401297868844995,0.04622366361292335,0.19401297868845216,0
16910,-6.084066445026727,-1.498282767770787,2.4574630311380137,0.0032612374209581426,-0.004487836932859316,0.00533749788364677,2.3849382823639388e-05,4.955901104263199e-06,1.775217513881082e-05,0.0,5.180301946473947e-06,-3.6127352273205513e-06,0.09397303580670317,0.04625215942770446,0.19397303580670539,0
16920,-6.051056900036721,-1.543062175101306,2.5106756607959784,0.0033405990617261217,-0.0044679470571329935,0.005304911939792483,2.3757812504722936e-05,4.959394462440134e-06,1.8232989902133894e-05,4.304303540154627e-06,-9.910823754184463e-06,-5.606520214029836e-06,0.09401411526983652,0.046251123938253626,0.19401411526983875,0
16930,-6.017255931384767,-1.5876397638669235,2.563558955070828,0.0034195204267650522,-0.004447473670003222,0.005271631540064521,2.366398519468812e-05,4.962572920634223e-06,1.8711414853351352e-05,-7.061559931212582e-06,0.0,3.153537980912228e-07,0.09397705000462532,0.046176753796635744,0.19397705000462748,0
16940,-5.982667993522987,-1.6320097125847801,2.616105991546528,0.003497991187419037,-0.004426419510435475,0.005237661128128957,2.3567924496135977e-05,4.965429813096667e-06,1.9187387387213756e-05,4.641130054911597e-06,4.641130054911597e-06,-7.649957658240264e-06,0.09393036776375283,0.046223491606289815,0.19393036776375497,0
16950,-5.947297643878483,-1.6761662275428586,2.66830989269635,0.0035760010775743828,-0.004404787393559959,0.005203005238067592,2.346965482186716e-05,4.967958176646252e-06,1.966084521562787e-05,3.6261478108998348e-06,-9.754506730042304e-06,-6.12835891914247e-06,0.09397163212382277,0.04619663174410329,0.19397163212382496,0
16960,-5.9111495422211515,-1.7201035435594347,2.7201638267835997,0.003653539895008565,-0.0043825802102305566,0.005167668493690101,2.3369201409315423e-05,4.970150742775016e-06,2.0131726375799686e-05,-7.016715316377019e-06,0.0,-2.337521169989548e-07,0.09391432053529312,0.046132215572236485,0.19391432053529528,0
16970,-5.874228450018093,-1.763815924738064,2.771661008755411,0.0037305975027268424,-0.00435980092657365,0.005131655607834577,2.326659033568393e-05,4.971999929580751e-06,2.059996923834332e-05,4.057534099968064e-06,4.057534099968064e-06,-8.354383881830896e-06,0.09387793820581704,0.04618777771800581,0.19387793820581917,0
16980,-5.8365392297746865,-1.8072976652180135,2.822794701129482,0.003807163830286349,-0.004336452583526952,0.005094971381656588,2.3161848533809827e-05,4.97349783353683e-06,2.1065512515355245e-05,-2.572617963446482e-06,-9.3373235031206e-06,-2.572617963446482e-06,0.09390808784107106,0.046140625199575486,0.19390808784107322,0
16990,-5.798086844362514,-1.850543089920023,2.873558214873651,0.0038832288751075045,-0.004312538296368501,0.005057620703907011,2.305500380878255e-05,4.974636221111507e-06,2.1528295268452823e-05,-9.486205751114619e-06,-4.833976775239376e-07,-4.833976775239376e-07,0.09384160716566058,0.04608570872207095,0.19384160716566276,0
17000,-5.75887635633422,-1.8935465552873167,2.9239449102781894,0.003958782703772581,-0.0042880612542359475,0.005019608550198804,2.294608485534098e-05,4.975406520250763e-06,2.198825691677543e-05,3.5248699898265756e-06,3.5248699898265756e-06,-8.589296191731381e-06,0.09381203862617457,0.04614201237036834,0.19381203862617677,0
17010,-5.718912927225454,-1.936302450021754,2.973948197820715,0.0040338154533112805,-0.004263024719636282,0.0049809399822629075,2.2835121276075588e-05,4.97579981174101e-06,2.2445337244947933e-05,-3.065134234342731e-06,-8.638006776465132e-06,-3.065134234342731e-06,0.09383064144771262,0.04606867073054907,0.19383064144771484,0
17020,-5.678201816844029,-1.9788051958150334,3.0235615390236017,0.004108317332473177,-0.004237432027946164,0.004941620147193529,2.2722143600461048e-05,4.975806820470277e-06,2.2899476411004903e-05,-1.0230019610709753e-05,5.88200148291053e-06,-4.348018127799223e-06,0.09374626733739964,0.0460416431823923,0.19374626733740186,0
17030,-5.636748382546403,-2.0210492480748505,3.0727784473038,0.004182278622986874,-0.004211286586902978,0.004901654276682935,2.2607183304744327e-05,4.975417906608993e-06,2.3350614954274655e-05,3.138342433411012e-06,0.0,-6.540085057243297e-06,0.09373032538431035,0.04608884809480623,0.19373032538431256,0
17040,-5.594558078501661,-2.063029096645925,3.121592488814945,0.004255689680805772,-0.004184591876086785,0.00486104768624602,2.249027283271339e-05,4.974623056734332e-06,2.379869380322188e-05,-9.825055610271726e-06,-7.683789459384108e-06,-2.141266150887618e-06,0.09372473379296353,0.046009182759423485,0.19372473379296576,0
17050,-5.55163645494309,-2.104739266525796,3.169997283281667,0.004328540937340275,-0.0041573514463932966,0.004819805774434798,2.2371445617370745e-05,4.97341187492513e-06,2.424365428324789e-05,-1.060835194675887e-05,5.7382646460962785e-06,-4.870087300662591e-06,0.09363836782483778,0.04600043453848763,0.19363836782484004,0
17060,-5.507989157407503,-2.1461743185753117,3.217986504825989,0.004400822900676352,-0.0041295689194980265,0.00477793402204306,2.225073610353502e-05,4.971773573857625e-06,2.468543812444736e-05,3.0452672161139043e-06,-6.938541549976533e-06,-6.938541549976533e-06,0.09363701432657133,0.04603217059689526,0.19363701432657363,0
17070,-5.463621925962456,-2.1873288502237083,3.265553882785734,0.004472526156780335,-0.004101247987311785,0.004735437991301358,2.2128179771392934e-05,4.969696965935848e-06,2.512398746932033e-05,-7.127023912544803e-06,-7.127023912544803e-06,-3.12002181269021e-06,0.09360926256935286,0.0459447468275127,0.19360926256935518,0
17080,-5.418540594421462,-2.228197496168206,3.3126932025248235,0.004543641370689808,-0.004072392411427634,0.0046923233250625454,2.2003813161022434e-05,4.967170454494363e-06,2.5559244880438535e-05,-6.060421656183512e-06,5.850287727194764e-06,-6.060421656183512e-06,0.09352250771678405,0.045946767208970174,0.1935225077167864,0
17090,-5.372751089547402,-2.2687749290680292,3.3593983062353905,0.004614159287690523,-0.004043006022559487,0.004648595745978058,2.1877673897905744e-05,4.964182025115165e-06,2.599115334806464e-05,1.3879353535875178e-06,-9.891409496167707e-06,-8.503474142580188e-06,0.09352770955829087,0.04595058123080141,0.19352770955829315,0
17100,-5.326259430244201,-2.309055860232778,3.405663093731608,0.004684070734479234,-0.00401309271997247,0.004604261055665137,2.1749800719449375e-05,4.960719237104985e-06,2.641965629772355e-05,-7.312612774312336e-06,-7.312612774312336e-06,-3.406934761318479e-06,0.09347492141301643,0.04586924822642714,0.1934749214130187,0
17110,-5.279071726736969,-2.3490350403050555,3.451481523235149,0.004753366620312339,-0.003982656470905212,0.004559325133865194,2.1620233502525136e-05,4.956769215184128e-06,2.684469759772444e-05,-3.0837990782584796e-06,6.1967323813534736e-06,-9.280531459611953e-06,0.09338904684098515,0.04589385406372865,0.1933890468409874,0
17120,-5.231194179740729,-2.3887072599372807,3.4968476121521803,0.004822037938140254,-0.003951701309984211,0.004513793937593507,2.1489013292043397e-05,4.952318641442957e-06,2.7266221566632428e-05,1.830408972995839e-08,-9.542175401041833e-06,-9.523871311311875e-06,0.09339440051157344,0.04587750442167523,0.19339440051157575,0
17130,-5.1826330796178475,-2.4280673504626082,3.5417554378418186,0.004890075765727445,-0.003920231338630424,0.004467673500280447,2.1356182330566196e-05,4.947353747627684e-06,2.7684172980688778e-05,-7.2136462720482775e-06,-7.2136462720482775e-06,-2.889079175877689e-06,0.09333393275976022,0.04580133499637344,0.19333393275976254,0
17140,-5.133394805524371,-2.467110184559874,3.5861991383759477,0.004957471266758014,-0.003888250724458221,0.004420969930904453,2.1221784088963522e-05,4.941860307822925e-06,2.809849708117846e-05,-3.862209183964566e-06,6.712823736642979e-06,-1.0575032920607546e-05,0.09325183522479293,0.045833880303008875,0.19325183522479528,0
17150,-5.08348582454535,-2.5058306769124896,3.6301729132903358,0.0050242156919268035,-0.003855763700666869,0.004373689413116891,2.1085863298111663e-05,4.935823631604607e-06,2.8509139581743795e-05,-8.807654333181239e-07,-8.826210736911613e-06,-9.706976170229738e-06,0.09325938951307942,0.04578774356713752,0.19325938951308178,0
17160,-5.03291269081934,-2.5442237848612237,3.6736710243269504,0.0050903003800159205,-0.003822774565424669,0.004325838204359068,2.0948465981626596e-05,4.92922855774334e-06,2.891604667564316e-05,-8.847935546572112e-06,-3.639400457655677e-06,-3.639400457655677e-06,0.09318299773493202,0.04572763979951332,0.19318299773493441,0
17170,-4.981682044652215,-2.5822845090507793,3.7166877961674163,0.005155716758956626,-0.003789287681245924,0.0042774226349715245,2.0809639489619723e-05,4.92205944854534e-06,2.9319165042953606e-05,1.2563174085726097e-06,1.2563174085726097e-06,-1.1156102941328123e-05,0.09311047036460705,0.045768128574541614,0.19311047036460946,0
17180,-4.929800611620416,-2.6200078940701106,3.7592176171575185,0.005220456346876557,-0.0037553074743608516,0.004228449107295839,2.0669432533455753e-05,4.914300184925027e-06,2.9718441857716058e-05,-5.813113637500086e-06,-7.754935131002354e-06,-5.813113637500086e-06,0.09310364169656997,0.045709525489765465,0.1931036416965723,0
17190,-4.877275201663816,-2.6573890290864006,3.8012549400226954,0.005284510753132181,-0.003720838434078616,0.004178924094769107,2.0527895221485086e-05,4.9059341623111905e-06,3.0113824795022134e-05,-1.006172447108401e-05,2.380869617055548e-06,-7.680854854028462e-06,0.09301594251800238,0.045658698663760454,0.1930159425180047,0
17200,-4.824112708168338,-2.6944230484726406,3.8427942825744332,0.005347871679326486,-0.0036858851121436076,0.004128854141011311,2.0385079095713583e-05,4.896944287496275e-06,3.0505262038041222e-05,5.125792636723027e-07,5.125792636723027e-07,-1.087460626399328e-05,0.09295401535853628,0.04569360167027689,0.19295401535853857,0
17210,-4.770320107038455,-2.731105132428734,3.8838302284075015,0.005410530920311828,-0.003650452122085117,0.0040782458589057255,2.0241037169363587e-05,4.887312976546692e-06,3.089270228498665e-05,-1.1467849759537066e-05,-6.383503915967682e-06,-5.084345843569384e-06,0.0929287936866691,0.04562149168723968,0.19292879368667143,0
17220,-4.715904455759748,-2.76743050759607,3.9243574275879656,0.005472480365177913,-0.003614544138560555,0.004027105929672594,2.0095823965268143e-05,4.87702215390037e-06,3.1276094756020206e-05,-1.0822901693875294e-05,1.9275362545593426e-06,-8.895365439315953e-06,0.09283953033748994,0.0455844744856851,0.1928395303374923,0
17230,-4.66087289245165,-2.8033944476654886,3.9643705973318903,0.005533711998224877,-0.0035781658966923496,0.003975441101936216,1.9949495555028814e-05,4.866053252786393e-06,3.1655389200093114e-05,5.214046713430855e-08,5.214046713430855e-08,-9.693175251515043e-06,0.09278494217615342,0.0456139138587043,0.19278494217615577,0
17240,-4.605232634910544,-2.838992273978596,4.003864522674695,0.005594217899921437,-0.0035413221913986777,0.003923258190785644,1.9802109598853733e-05,4.85438721711041e-06,3.203053590172287e-05,-1.1713866570643495e-05,-4.803946901895244e-06,-6.9099196687482514e-06,0.0927407766641017,0.04553935781642345,0.19274077666410402,0
17250,-4.548990979643348,-2.8742193561223455,4.042834057131075,0.005653990247848082,-0.003504017876718151,0.0038705640768291775,1.9653725385977877e-05,4.8420045049583625e-06,3.240148568770435e-05,-1.0988000835660687e-05,1.795508301403113e-06,-9.192492534257573e-06,0.09265133699514128,0.04551036616302545,0.19265133699514356,0
17260,-4.492155300891743,-2.909071112516844,4.081274123345444,0.005713021317625287,-0.003466257865128615,0.0038173657052428104,1.950440387555139e-05,4.828885093880017e-06,3.276818993375465e-05,-8.35570703294272e-07,-8.421731714246403e-06,-8.421731714246403e-06,0.09261135160549853,0.04551165463070736,0.19261135160550086,0
17270,-4.434733049647192,-2.943543010996313,4.119179713732824,0.005771303483826733,-0.0034280471268601917,0.003763670084812829,1.935420773786389e-05,4.815008488122538e-06,3.313060057108967e-05,-1.1100206659793006e-05,-3.1271998439429436e-06,-7.973006815850062e-06,0.09254665629993016,0.04544747720766393,0.19254665629993248,0
17280,-4.376731752656905,-2.977630569383153,4.156545891110145,0.0058288292208775305,-0.0033893906892026988,0.0037094842869727215,1.920320139575382e-05,4.800353727993069e-06,3.348867009293201e-05,-1.0486030928659803e-05,1.956106130464886e-06,-8.529924798194916e-06,0.09245800936351957,0.04542762186390021,0.19245800936352195,0
17290,-4.318159011420901,-3.0113293560550556,4.193367789317873,0.005885591103937408,-0.003350293635807591,0.0036548154448345707,1.9051451066030773e-05,4.7848994015376e-06,3.384235156094838e-05,-2.994447852718276e-06,-8.103333315430998e-06,-1.1097781168149274e-05,0.09241998890465938,0.045416000005616276,0.19241998890466172,0
17300,-4.259022501180303,-3.044634990505106,4.229640613831928,0.005941581809768907,-0.0033107611059845494,0.0035996707522151067,1.88990248007167e-05,4.7686236587312965e-06,3.4191598611616085e-05,-6.3555091281676495e-06,-6.3555091281676495e-06,-8.179998068054809e-06,0.09234275823693064,0.045359973424809574,0.19234275823693298,0
17310,-4.199329969897035,-3.077543143894825,4.265359642365849,0.005996794117590528,-0.003270798293992858,0.003544057462656576,1.8745992527887393e-05,4.751504228382697e-06,3.453636546251653e-05,-8.544078476799538e-06,2.345435985326655e-06,-8.544078476799538e-06,0.09225433106816372,0.045339557179806325,0.19225433106816603,0
17320,-4.139089237225054,-3.110049539600104,4.300520225463123,0.006051220909914887,-0.0032304104483276957,0.003487982888442605,1.8592426091870413e-05,4.73351843796083e-06,3.487660691855572e-05,-4.722115811990703e-06,-7.523883314813536e-06,-1.2245999126804239e-05,0.09221370002172863,0.0453159574480019,0.19221370002173097,0
17330,-4.078308193473288,-3.1421499537499753,4.335117787079662,0.006104855173371841,-0.0031896028710014707,0.0034314543996092047,1.8438399292527806e-05,4.714643236559548e-06,3.521227837810935e-05,-6.144243925352971e-06,-6.144243925352971e-06,-7.538393596013452e-06,0.09213675277515307,0.045263204552519136,0.19213675277515535,0
17340,-4.016994798560406,-3.1738402157581644,4.369147825156361,0.006157689999516616,-0.0031483809168203368,0.003374479422951096,1.828398792332329e-05,4.694855221217928e-06,3.554333583909261e-05,-8.75476461027153e-06,2.876636427996511e-06,-1.1631401038268042e-05,0.09204590206619223,0.045253553032710746,0.19204590206619446,0
17350,-3.9551570809615852,-3.2051162088473997,4.4026059121817,0.006209718585622957,-0.0031067499926560067,0.003317065441023494,1.8129269807843024e-05,4.674130666818141e-06,3.586973590495245e-05,-5.909658886293003e-06,-6.591470328876353e-06,-1.2501129215169356e-05,0.09200231440808922,0.04521064096701222,0.19200231440809146,0
17360,-3.8928031366474256,-3.2359738705663994,4.435487695744339,0.006260934235461286,-0.0030647155567129943,0.0032592199911395192,1.7974324834407054e-05,4.6524455597834685e-06,3.6191435790581985e-05,-6.4593515125628075e-06,-6.99022884350847e-06,-6.99022884350847e-06,0.09192059748053644,0.04516322826566041,0.19192059748053872,0
17370,-3.829941128015154,-3.266409193299524,4.467788899075658,0.006311330360061928,-0.003022283117791407,0.003200950664363389,1.7819234988375543e-05,4.629775635798052e-06,3.650839332815552e-05,-8.96147799273861e-06,3.45346193846141e-06,-1.2414939931200021e-05,0.09182631008496189,0.04516406121580559,0.19182631008496417,0
17380,-3.7665792828122684,-3.296418224769022,4.499505321582235,0.006360900478463388,-0.0029794582345454078,0.0031422651044995292,1.766408438171927e-05,4.606096421766745e-06,3.6820566972883176e-05,-6.51099437783728e-06,-5.3468959971610135e-06,-1.1857890374998294e-05,0.09178389972589167,0.04510783858527525,0.19178389972589394,0
17390,-3.7027258930527807,-3.3259970685298517,4.530632839368155,0.006409638218445738,-0.002936246514737474,0.0030831710070777663,1.7508959279389128e-05,4.581383282227483e-06,3.712791580868425e-05,-7.843431785310244e-06,-2.432485501354136e-06,-1.027591728666438e-05,0.09169801908454818,0.04506090440587677,0.19169801908455045,0
